title,price,area,price_per_sqft,locality,city,property_type,bedroom_num,bathroom_num,balcony_num,furnished,age,total_floors,latitude,longitude,metro_score,bus_score,hwy_score,airport_score,IABS
 ,2850000,600,4750.0,Kalyan,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.2226181,73.13422394,0.0,0.0,0.0,0.0,0.0
 ,11000000,1170,9401.709402,Kalyan,Mumbai,Apartment,2,2,0,Furnished,0,1,19.26153946,73.14687347,0.0,0.0,0.2,0.0,4.000000000000001
 ,7800000,1145,6812.227074,Kalyan,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.26153946,73.14687347,0.0,0.0,0.2,0.0,4.000000000000001
 ,4250000,675,6296.296296,Kalyan,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.26153946,73.14687347,0.0,0.0,0.2,0.0,4.000000000000001
 ,3000000,650,4615.384615,Taloje,Mumbai,Apartment,1,1,0,Unfurnished,5,1,19.07339859,73.10329437,0.0,0.0,0.2,0.0,4.000000000000001
 ,24500000,1900,12894.73684,Kharghar,Mumbai,Apartment,4,4,0,Unfurnished,0,1,19.03447914,73.07565308,0.0,0.0,0.5,0.0,10.0
 ,14500000,1350,10740.74074,Mira Road,Mumbai,Apartment,3,3,0,Semi-Furnished,0,1,19.28486633,72.8720932,0.0,0.0,0.0,0.0,0.0
Rajesh White City,19500000,800,24375.0,Kandivali,Mumbai,Apartment,2,2,0,Semi-Furnished,5,1,19.20110893,72.87722778,0.0,0.2,0.2,0.0,9.000000000000002
 ,2850000,600,4750.0,Kalyan,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.2226181,73.13422394,0.0,0.0,0.0,0.0,0.0
 ,12500000,620,20161.29032,Chembur,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.05627632,72.89793396,0.5,0.2,0.8,0.0,41.0
 ,8100000,1100,7363.636364,Kalyan,Mumbai,Apartment,2,2,0,Furnished,0,1,19.223032,73.13436127,0.2,0.0,0.0,0.0,8.000000000000002
 ,5100000,720,7083.333333,Kalyan,Mumbai,Apartment,1,2,0,Furnished,0,1,19.223032,73.13436127,0.2,0.0,0.0,0.0,8.000000000000002
Venus Skky City La Vista,4750000,700,6785.714286,Dombivali,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.21629906,73.09805298,0.2,0.0,0.0,0.0,8.000000000000002
Venus Skky City La Vista,3862400,650,5942.153846,Dombivali,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.21629906,73.09805298,0.2,0.0,0.0,0.0,8.000000000000002
 ,6100000,995,6130.653266,Dombivali,Mumbai,Apartment,2,1,0,Unfurnished,0,1,19.2053833,73.10295105,0.0,0.0,0.0,0.0,0.0
 ,4100000,665,6165.413534,Dombivali,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.2053833,73.10295105,0.0,0.0,0.0,0.0,0.0
Ashapura Mokshit Majesta,5100000,650,7846.153846,Dombivali,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.19693947,73.09053802,0.0,0.0,0.0,0.0,0.0
Sunraj Supreme,4800000,665,7218.045113,Dombivali,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.22208595,73.10544586,0.2,0.0,0.0,0.0,8.000000000000002
 ,5000000,650,7692.307692,Dombivali,Mumbai,Apartment,1,1,0,Unfurnished,8,1,19.22203445,73.10540771,0.2,0.0,0.0,0.0,8.000000000000002
Deiv Virat Grandeur,4600000,650,7076.923077,Dombivali,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.22207832,73.10542297,0.2,0.0,0.0,0.0,8.000000000000002
 ,5800000,650,8923.076923,Kalyan,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.21365738,73.13027954,0.0,0.0,0.0,0.0,0.0
 ,6100000,1230,4959.349593,Kalyan,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.26153946,73.14687347,0.0,0.0,0.2,0.0,4.000000000000001
 ,11100000,707,15700.14144,Mulund,Mumbai,Apartment,1,1,0,Furnished,0,1,19.17477226,72.94526672,0.2,0.8,0.0,0.0,28.000000000000004
 ,8500000,560,15178.57143,Bhayandar,Mumbai,Apartment,1,1,0,Semi-Furnished,0,1,19.30187225,72.83027649,0.0,0.0,0.0,0.0,0.0
Shree Ostwal Horizon,4600000,450,10222.22222,Mira Road,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.29300308,72.87252808,0.0,0.0,0.0,0.0,0.0
Reputed Builder Shreenathji Tower,5900000,1050,5619.047619,Kalyan,Mumbai,Apartment,2,2,0,Unfurnished,12,1,19.26153946,73.14687347,0.0,0.0,0.2,0.0,4.000000000000001
 ,12500000,800,15625.0,Dahisar,Mumbai,Apartment,2,2,0,Furnished,6,1,19.25594711,72.8527298,0.8,0.2,0.0,0.0,37.00000000000001
Runwal Greens,57500000,2671,21527.51778,Mulund,Mumbai,Apartment,4,4,0,Unfurnished,7,1,19.16048431,72.94541931,0.5,0.0,0.2,0.0,24.000000000000004
RK Neona,16500000,929,17761.03337,Mulund,Mumbai,Apartment,2,2,0,Unfurnished,5,1,19.16765213,72.95083618,0.2,0.2,0.2,0.0,17.0
Piramal Revanta,41500000,1806,22978.95903,Mulund,Mumbai,Apartment,3,3,0,Unfurnished,1,1,19.16602707,72.93453979,0.0,0.0,0.0,0.0,0.0
Wadhwa Atmosphere O2,21000000,1008,20833.33333,Mulund,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.16165924,72.94767761,0.2,0.0,0.2,0.0,12.000000000000002
Piramal Revanta,15000000,800,18750.0,Mulund,Mumbai,Apartment,2,2,0,Unfurnished,1,1,19.16602707,72.93453979,0.0,0.0,0.0,0.0,0.0
Piramal Revanta,34000000,1787,19026.30106,Mulund,Mumbai,Apartment,3,3,0,Unfurnished,1,1,19.16602707,72.93453979,0.0,0.0,0.0,0.0,0.0
Runwal Sanctuary,18500000,966,19151.13872,Mulund,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.17367935,72.93929291,0.0,0.2,0.0,0.0,5.0
Piramal Revanta,22000000,1078,20408.16327,Mulund,Mumbai,Apartment,2,2,0,Unfurnished,1,1,19.16602707,72.93453979,0.0,0.0,0.0,0.0,0.0
Prestige Siesta,27500000,1433,19190.50942,Mulund,Mumbai,Apartment,2,2,0,Unfurnished,1,1,19.18400764,72.94153595,0.0,0.5,0.0,0.0,12.5
Adani Codename Triumph Tower 1,16000000,963,16614.74559,Kanjurmarg,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.13938904,72.93170929,0.2,0.0,0.2,0.0,12.000000000000002
Prestige Siesta,42000000,2072,20270.27027,Mulund,Mumbai,Apartment,3,3,0,Unfurnished,1,1,19.18400764,72.94153595,0.0,0.5,0.0,0.0,12.5
Runwal Sanctuary,25000000,1442,17337.0319,Mulund,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.17367935,72.93929291,0.0,0.2,0.0,0.0,5.0
Shree Sainath Prathamesh Elite,15400000,669,23019.43199,Kandivali,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.21312332,72.83655548,0.8,0.2,0.0,0.0,37.00000000000001
Paradise Sai World City,33500000,2700,12407.40741,Panvel,Mumbai,Apartment,4,4,0,Unfurnished,2,1,18.96840477,73.13047791,0.0,0.0,0.8,0.0,16.000000000000004
Newyork Ranbir Heights,10000000,550,18181.81818,Andheri,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.1277771,72.8549881,0.8,0.0,0.8,0.0,48.00000000000001
Chandiwala Pearl Blessings,9000000,550,16363.63636,Andheri,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.1160717,72.87255096,0.8,0.5,0.2,0.6,57.50000000000001
Chandiwala Pearl Blessings,9600000,550,17454.54545,Andheri,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.11606979,72.87255096,0.8,0.5,0.2,0.6,57.50000000000001
Chandiwala Pearl Blessings,9400000,550,17090.90909,Andheri,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.11606026,72.87254333,0.8,0.5,0.2,0.6,57.50000000000001
Chandiwala Pearl Blessings,9100000,550,16545.45455,Andheri,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.1160984,72.87260437,0.8,0.2,0.2,0.6,50.0
Newyork Ranbir Heights,14400000,800,18000.0,Andheri,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.12776947,72.8549118,0.8,0.0,0.8,0.0,48.00000000000001
Chandiwala Pearl Blessings,9400000,500,18800.0,Andheri,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.11608124,72.872612,0.8,0.2,0.2,0.6,50.0
Newyork Ranbir Heights,14000000,800,17500.0,Andheri,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.12776375,72.85498047,0.8,0.0,0.8,0.0,48.00000000000001
Chandiwala Pearl Blessings,9100000,500,18200.0,Andheri,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.11604881,72.87258911,0.8,0.2,0.2,0.6,50.0
Chandiwala Pearl Blessings,8000000,450,17777.77778,Andheri,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.11607552,72.87258911,0.8,0.5,0.2,0.6,57.50000000000001
Newyork Ranbir Heights,9500000,550,17272.72727,Andheri,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.1277523,72.85495758,0.8,0.0,0.8,0.0,48.00000000000001
Newyork Ranbir Heights,10000000,550,18181.81818,Andheri,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.12777328,72.85499573,0.8,0.0,0.8,0.0,48.00000000000001
Newyork Ranbir Heights,9900000,550,18000.0,Andheri,Mumbai,Apartment,1,2,0,Semi-Furnished,0,1,19.12784576,72.85487366,0.8,0.0,0.8,0.0,48.00000000000001
Newyork Ranbir Heights,9700000,550,17636.36364,Andheri,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.12803841,72.8549881,0.8,0.0,0.8,0.0,48.00000000000001
Chandiwala Pearl Blessings,8200000,450,18222.22222,Andheri,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.11790085,72.86309814,0.2,0.8,0.2,0.6,41.0
Modirealty Modirealty Vatvriksh,17400000,800,21750.0,Goregaon,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.16620255,72.84355164,0.5,0.0,0.0,0.0,20.0
Modirealty Modirealty Vatvriksh,17500000,800,21875.0,Goregaon,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.16620255,72.84355164,0.5,0.0,0.0,0.0,20.0
DLH Leo Tower,24800000,800,31000.0,Jogeshwari,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.15067673,72.83538818,0.8,0.8,0.0,0.0,52.0
DLH Leo Tower,25300000,800,31625.0,Jogeshwari,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.15067673,72.83538818,0.8,0.8,0.0,0.0,52.0
DLH Leo Tower,25300000,800,31625.0,Jogeshwari,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.15067673,72.83538818,0.8,0.8,0.0,0.0,52.0
Paradise Sai World City,32500000,3000,10833.33333,Panvel,Mumbai,Apartment,4,4,0,Semi-Furnished,0,1,18.96840477,73.13047791,0.0,0.0,0.8,0.0,16.000000000000004
Annapurna Span Signature,14500000,1045,13875.59809,Bhayandar,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.30114174,72.8686142,0.0,0.0,0.0,0.0,0.0
 ,18000000,851,21151.58637,Malad,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.18901825,72.82188416,0.0,0.0,0.0,0.0,0.0
Mohite Anuj Aura,16000000,850,18823.52941,Ghatkopar,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.07938004,72.90975189,0.5,0.2,0.5,0.0,35.0
Reputed Builder Vasant Valley,11900000,1540,7727.272727,Kalyan,Mumbai,Apartment,3,3,0,Unfurnished,13,1,19.25998688,73.14011383,0.0,0.0,0.2,0.0,4.000000000000001
Reputed Builder Vasant Valley,9390400,1180,7957.966102,Kalyan,Mumbai,Apartment,2,2,0,Unfurnished,13,1,19.26025009,73.14015198,0.0,0.0,0.2,0.0,4.000000000000001
 ,5900000,1050,5619.047619,Kalyan,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.26153946,73.14687347,0.0,0.0,0.2,0.0,4.000000000000001
Tharwani Rosalie,7950000,1127,7054.125998,Kalyan,Mumbai,Apartment,2,2,0,Semi-Furnished,10,1,19.26153946,73.14687347,0.0,0.0,0.2,0.0,4.000000000000001
 ,11000000,1170,9401.709402,Kalyan,Mumbai,Apartment,2,2,0,Furnished,0,1,19.26153946,73.14687347,0.0,0.0,0.2,0.0,4.000000000000001
 ,7800000,1145,6812.227074,Kalyan,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.26153946,73.14687347,0.0,0.0,0.2,0.0,4.000000000000001
 ,4250000,675,6296.296296,Kalyan,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.26153946,73.14687347,0.0,0.0,0.2,0.0,4.000000000000001
Oberoi Eternia Towers A to D,26000000,1276,20376.17555,Mulund,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.17343903,72.94037628,0.0,0.5,0.0,0.0,12.5
GHP Woodland Mulund CHS Ltd,18000000,1002,17964.07186,Mulund,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.17252159,72.94439697,0.2,0.5,0.0,0.0,20.5
Mitasu Sumit Arcenciel,16500000,875,18857.14286,Mulund,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.1646843,72.94255829,0.2,0.2,0.0,0.0,13.0
Sheth Montana,14500000,831,17448.8568,Mulund,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.16906929,72.9380722,0.0,0.2,0.0,0.0,5.0
Ashar Merac,8500000,621,13687.60064,Thane,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.19009018,72.94441223,0.0,0.8,0.0,0.0,20.0
Nirvaana Emerald,15200000,700,21714.28571,Chembur,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.05846024,72.90593719,0.5,0.0,0.5,0.0,30.000000000000004
 ,12000000,1020,11764.70588,Koper Khairane,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.1027832,73.01050568,0.0,0.0,0.0,0.0,0.0
 ,12500000,950,13157.89474,Koper Khairane,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.1027832,73.01050568,0.0,0.0,0.0,0.0,0.0
Reputed Builder Sawan Elegance Apartments,14500000,1042,13915.54702,Koper Khairane,Mumbai,Apartment,2,2,0,Semi-Furnished,4,1,19.11128235,73.00569153,0.0,0.0,0.0,0.0,0.0
 ,9000000,980,9183.673469,Mira Road,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.28095818,72.87423706,0.0,0.0,0.2,0.0,4.000000000000001
Kalpataru Radiance,38000000,1100,34545.45455,Goregaon,Mumbai,Apartment,2,2,0,Unfurnished,2,1,19.15725327,72.84050751,0.5,0.5,0.0,0.0,32.5
Godrej Tranquil,10000000,750,13333.33333,Kandivali,Mumbai,Apartment,1,2,0,Unfurnished,1,1,19.19563866,72.86850739,0.2,0.2,0.2,0.0,17.0
Romell Allure,14700000,850,17294.11765,Borivali,Mumbai,Apartment,2,2,0,Unfurnished,1,1,19.22890663,72.86195374,0.5,0.5,0.8,0.0,48.50000000000001
 ,6000000,350,17142.85714,Thane,Mumbai,Independent House,1,1,0,Unfurnished,0,1,19.20825768,72.96101379,0.0,0.0,0.2,0.0,4.000000000000001
Leena Bhairav Residency,12500000,1150,10869.56522,Mira Road,Mumbai,Apartment,2,2,0,Semi-Furnished,8,1,19.29399872,72.87438965,0.0,0.0,0.0,0.0,0.0
Dweepmala Prathamesh Home,7100000,1165,6094.420601,Taloja,Mumbai,Apartment,2,2,0,Semi-Furnished,7,1,19.0705204,73.09822083,0.2,0.0,0.5,0.0,18.000000000000004
Rishikesh Heights,6200000,1095,5662.100457,Taloja,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.07246971,73.10162354,0.0,0.0,0.2,0.0,4.000000000000001
 ,12000000,1020,11764.70588,Koper Khairane,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.1027832,73.01050568,0.0,0.0,0.0,0.0,0.0
 ,12500000,950,13157.89474,Koper Khairane,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.1027832,73.01050568,0.0,0.0,0.0,0.0,0.0
Reputed Builder Sawan Elegance Apartments,14500000,1042,13915.54702,Koper Khairane,Mumbai,Apartment,2,2,0,Semi-Furnished,4,1,19.11128235,73.00569153,0.0,0.0,0.0,0.0,0.0
Cidco FAM CHS,17500000,1000,17500.0,Koper Khairane,Mumbai,Apartment,2,2,0,Furnished,18,1,19.09443855,73.00896454,0.0,0.0,0.0,0.0,0.0
 ,36500000,2000,18250.0,Vashi,Mumbai,Apartment,3,3,0,Furnished,0,1,19.09006882,73.00334167,0.0,0.0,0.0,0.0,0.0
MIT Payal Pride,16500000,1600,10312.5,Ghansoli,Mumbai,Apartment,3,3,0,Semi-Furnished,3,1,19.12551689,73.00180054,0.0,0.0,0.0,0.0,0.0
Redwood Redwoods,19500000,1200,16250.0,Mulund,Mumbai,Apartment,2,3,0,Semi-Furnished,8,1,19.1825695,72.93897247,0.0,0.2,0.0,0.0,5.0
Spenta Alta Vista,15200000,980,15510.20408,Chembur,Mumbai,Apartment,2,2,0,Semi-Furnished,3,1,19.04461479,72.893013,0.8,0.8,0.2,0.0,56.00000000000001
 ,16500000,2196,7513.661202,Kalyan,Mumbai,Apartment,3,3,0,Semi-Furnished,0,1,19.24070168,73.14421082,0.2,0.0,0.5,0.0,18.000000000000004
 ,4700000,675,6962.962963,Dombivali,Mumbai,Apartment,1,2,0,Semi-Furnished,8,1,19.20101738,73.09404755,0.0,0.0,0.0,0.0,0.0
Lodha Eternis Serena,24999999,1350,18518.51778,Andheri,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.12273216,72.86837006,0.5,0.5,0.2,0.3,41.0
Mahindra Vivante Building Number 1 And 2,42500000,2041,20823.12592,Andheri,Mumbai,Apartment,3,3,0,Unfurnished,3,1,19.11843109,72.85689545,0.5,0.2,0.8,0.6,50.0
Kalpataru Radiance,53500000,1518,35243.74177,Goregaon,Mumbai,Apartment,3,3,0,Unfurnished,2,1,19.15725327,72.84050751,0.5,0.5,0.0,0.0,32.5
Swaraj Homes Aboli Estate,6200000,1100,5636.363636,Dombivali,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.22567177,73.10028076,0.5,0.0,0.0,0.0,20.0
 ,9000000,980,9183.673469,Mira Road,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.28095818,72.87423706,0.0,0.0,0.2,0.0,4.000000000000001
Kalpataru Radiance,38000000,1100,34545.45455,Goregaon,Mumbai,Apartment,2,2,0,Unfurnished,2,1,19.15725327,72.84050751,0.5,0.5,0.0,0.0,32.5
Godrej Tranquil,10000000,750,13333.33333,Kandivali,Mumbai,Apartment,1,2,0,Unfurnished,1,1,19.19563866,72.86850739,0.2,0.2,0.2,0.0,17.0
Romell Allure,14700000,850,17294.11765,Borivali,Mumbai,Apartment,2,2,0,Unfurnished,1,1,19.22890663,72.86195374,0.5,0.5,0.8,0.0,48.50000000000001
 ,6000000,350,17142.85714,Thane,Mumbai,Independent House,1,1,0,Unfurnished,0,1,19.20825768,72.96101379,0.0,0.0,0.2,0.0,4.000000000000001
Leena Bhairav Residency,12500000,1150,10869.56522,Mira Road,Mumbai,Apartment,2,2,0,Semi-Furnished,8,1,19.29399872,72.87438965,0.0,0.0,0.0,0.0,0.0
Dweepmala Prathamesh Home,7100000,1165,6094.420601,Taloja,Mumbai,Apartment,2,2,0,Semi-Furnished,7,1,19.0705204,73.09822083,0.2,0.0,0.5,0.0,18.000000000000004
Rishikesh Heights,6200000,1095,5662.100457,Taloja,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.07246971,73.10162354,0.0,0.0,0.2,0.0,4.000000000000001
 ,52100000,1100,47363.63636,Santacruz,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.08218765,72.83522034,0.5,0.2,0.2,0.0,29.000000000000004
 ,17500000,650,26923.07692,Andheri,Mumbai,Apartment,1,1,0,Semi-Furnished,8,1,19.13805008,72.82532501,0.5,0.2,0.0,0.0,25.0
 ,14000000,600,23333.33333,Andheri,Mumbai,Apartment,1,2,0,Furnished,0,1,19.1105957,72.86465454,0.2,0.2,0.2,0.8,29.000000000000004
 ,23000000,1500,15333.33333,Kharghar,Mumbai,Apartment,3,3,0,Semi-Furnished,0,1,19.06352615,73.05749512,0.0,0.0,0.0,0.0,0.0
Pacific Tower,13300000,990,13434.34343,Taloja,Mumbai,Apartment,2,2,0,Unfurnished,10,1,19.01973534,73.02568054,0.5,0.2,0.8,0.0,41.0
 ,26800000,1450,18482.75862,Nerul,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.02271271,73.02210236,0.8,0.0,0.5,0.0,42.00000000000001
SD Siennaa At Sarova,11000000,680,16176.47059,Kandivali,Mumbai,Apartment,2,2,0,Furnished,1,1,19.20555115,72.87327576,0.2,0.5,0.5,0.0,30.500000000000004
 ,8000000,650,12307.69231,Juinagar,Mumbai,Apartment,1,1,0,Semi-Furnished,0,1,19.04993248,73.01616669,0.0,0.2,0.5,0.0,15.000000000000002
R K Anand Park D Wing,11000000,1050,10476.19048,Bhayandar,Mumbai,Apartment,2,2,0,Semi-Furnished,6,1,19.30699158,72.86733246,0.0,0.0,0.0,0.0,0.0
JAK Serenity,6000000,650,9230.769231,Bhayandar,Mumbai,Apartment,1,2,0,Semi-Furnished,0,1,19.31168747,72.86200714,0.2,0.0,0.0,0.0,8.000000000000002
 ,10000000,1100,9090.909091,Kharghar,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.06352615,73.05749512,0.0,0.0,0.0,0.0,0.0
Real Gami and Jaydeep Estella,15100000,710,21267.60563,Chembur,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.05825996,72.90107727,0.5,0.0,0.5,0.0,30.000000000000004
Cosmos Legend,3900000,1150,3391.304348,Virar,Mumbai,Apartment,2,2,0,Unfurnished,3,1,19.46707535,72.79586029,0.0,0.0,0.0,0.0,0.0
Real Gami and Jaydeep Estella,25000000,1100,22727.27273,Chembur,Mumbai,Apartment,3,3,0,Semi-Furnished,0,1,19.05825996,72.90107727,0.5,0.0,0.5,0.0,30.000000000000004
 ,20000000,743,26917.9004,Borivali,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.24913406,72.84872437,0.8,0.8,0.0,0.0,52.0
Gurukrupa Marina Enclave,23000000,1100,20909.09091,Malad,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.20192528,72.81642151,0.0,0.0,0.0,0.0,0.0
Reputed Builder Shiv Ram Park,8200000,650,12615.38462,Bhandup,Mumbai,Apartment,1,1,0,Semi-Furnished,4,1,19.14671707,72.92724609,0.2,0.0,0.0,0.0,8.000000000000002
Kabra Hyde Park,24500000,1250,19600.0,Thane,Mumbai,Apartment,4,4,0,Semi-Furnished,7,1,19.22662354,72.97582245,0.0,0.0,0.5,0.0,10.0
 ,19000000,860,22093.02326,Mulund,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.15052414,72.96657562,0.0,0.0,0.2,0.0,4.000000000000001
Om Sai Tilak Nagar Union CHSL,37000000,1800,20555.55556,Chembur,Mumbai,Apartment,3,2,0,Semi-Furnished,0,1,19.06160736,72.8939209,0.5,0.2,0.8,0.0,41.0
Shiv Empire,6000000,710,8450.704225,Ulwe,Mumbai,Apartment,1,1,0,Unfurnished,0,1,18.98437309,73.02804565,0.0,0.0,0.2,0.0,4.000000000000001
Lokhandwala Sapphire Heights,20500000,1255,16334.66135,Kandivali,Mumbai,Apartment,3,2,0,Semi-Furnished,11,1,19.19640732,72.87841034,0.0,0.2,0.0,0.0,5.0
 ,9500000,1100,8636.363636,Kharghar,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.06352615,73.05749512,0.0,0.0,0.0,0.0,0.0
 ,57500000,1200,47916.66667,Khar,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.07042885,72.83401489,0.5,0.2,0.2,0.0,29.000000000000004
Reputed Builder Vastu Shanti,10300000,550,18727.27273,Jogeshwari,Mumbai,Apartment,1,2,0,Furnished,0,1,19.13042068,72.86026764,0.5,0.2,0.5,0.0,35.0
Ornate Serenity,4300000,520,8269.230769,Naigaon,Mumbai,Apartment,1,2,0,Semi-Furnished,0,1,19.3585453,72.85873413,0.2,0.0,0.0,0.0,8.000000000000002
 ,4200000,590,7118.644068,Kamothe,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.01554871,73.09088135,0.2,0.0,0.2,0.0,12.000000000000002
 ,4300000,621,6924.31562,Dombivali,Mumbai,Apartment,1,1,0,Semi-Furnished,0,1,19.20101738,73.09404755,0.0,0.0,0.0,0.0,0.0
 ,18000000,693,25974.02597,Borivali,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.24913406,72.84872437,0.8,0.8,0.0,0.0,52.0
JSB Sai Nakshatra Trrident,4267000,790,5401.265823,Virar,Mumbai,Apartment,2,1,0,Semi-Furnished,0,1,19.47025108,72.81008148,0.0,0.0,0.0,0.0,0.0
 ,26800000,1450,18482.75862,Nerul,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.02271271,73.02210236,0.8,0.0,0.5,0.0,42.00000000000001
SD Siennaa At Sarova,11000000,680,16176.47059,Kandivali,Mumbai,Apartment,2,2,0,Furnished,1,1,19.20555115,72.87327576,0.2,0.5,0.5,0.0,30.500000000000004
 ,8000000,650,12307.69231,Juinagar,Mumbai,Apartment,1,1,0,Semi-Furnished,0,1,19.04993248,73.01616669,0.0,0.2,0.5,0.0,15.000000000000002
R K Anand Park D Wing,11000000,1050,10476.19048,Bhayandar,Mumbai,Apartment,2,2,0,Semi-Furnished,6,1,19.30699158,72.86733246,0.0,0.0,0.0,0.0,0.0
JAK Serenity,6000000,650,9230.769231,Bhayandar,Mumbai,Apartment,1,2,0,Semi-Furnished,0,1,19.31168747,72.86200714,0.2,0.0,0.0,0.0,8.000000000000002
 ,10000000,1100,9090.909091,Kharghar,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.06352615,73.05749512,0.0,0.0,0.0,0.0,0.0
Real Gami and Jaydeep Estella,15100000,710,21267.60563,Chembur,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.05825996,72.90107727,0.5,0.0,0.5,0.0,30.000000000000004
Cosmos Legend,3900000,1150,3391.304348,Virar,Mumbai,Apartment,2,2,0,Unfurnished,3,1,19.46707535,72.79586029,0.0,0.0,0.0,0.0,0.0
Real Gami and Jaydeep Estella,25000000,1100,22727.27273,Chembur,Mumbai,Apartment,3,3,0,Semi-Furnished,0,1,19.05825996,72.90107727,0.5,0.0,0.5,0.0,30.000000000000004
 ,20000000,743,26917.9004,Borivali,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.24913406,72.84872437,0.8,0.8,0.0,0.0,52.0
Gurukrupa Marina Enclave,23000000,1100,20909.09091,Malad,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.20192528,72.81642151,0.0,0.0,0.0,0.0,0.0
Reputed Builder Shiv Ram Park,8200000,650,12615.38462,Bhandup,Mumbai,Apartment,1,1,0,Semi-Furnished,4,1,19.14671707,72.92724609,0.2,0.0,0.0,0.0,8.000000000000002
Kabra Hyde Park,24500000,1250,19600.0,Thane,Mumbai,Apartment,4,4,0,Semi-Furnished,7,1,19.22662354,72.97582245,0.0,0.0,0.5,0.0,10.0
 ,19000000,860,22093.02326,Mulund,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.15052414,72.96657562,0.0,0.0,0.2,0.0,4.000000000000001
